BIN,PCN,GROUP,PBM Name(HORIZON / CAREMARK / EXPRESS SCRIPTS / HUMANA / OPTUM / DREXI / EMPIRX / LIVINTI(SOUTHERN SCRIPTS) / COUPON) ,Payer Type(Medicare / Medicaid / Commercial / Coupon)
610011,IRX,CT1UWHC22,optum,Commercial
610011,IRX,DORMAN,optum,Commercial
610011,IRX,EMMESRX,optum,Commercial
610011,IRX,ESLUXC,optum,Commercial
610011,IRX,fdxfedex1,optum,Commercial
610011,IRX,FEDEX,optum,Commercial
610011,IRX,GRATE,optum,Commercial
610011,IRX,HIGHGREDU,optum,Commercial
610011,IRX,HMH,optum,Commercial
610011,IRX,HMNA,optum,Commercial
610011,IRX,HT1HNMC21,optum,Commercial
610011,IRX,IUOE825,optum,Commercial
610011,IRX,JJSNACK,optum,Commercial
610011,IRX,JOHNMUIR,optum,Commercial
610011,IRX,MiBCNRX,optum,Commercial
610011,IRX,mibcnrx,optum,Commercial
610011,IRX,MTWMOSAIC,optum,Commercial
610011,IRX,NARASIWF,optum,Commercial
610011,IRX,NEIMAN,optum,Commercial
610011,IRX,NFIND,optum,Commercial
610011,IRX,NNJTBP,optum,Commercial
610011,IRX,OMNICOM,optum,Commercial
610011,IRX,PGHPYRGLB,optum,Commercial
610011,IRX,PRIMEHC,optum,Commercial
610011,IRX,PURYU,optum,Commercial
610011,IRX,RESRPBLCS,optum,Commercial
610011,IRX,RLCHMY,optum,Commercial
610011,IRX,RRW0000,optum,Commercial
610011,IRX,RXBENEFIT,optum,Commercial
610011,IRX,RXBENHOSP,optum,Commercial
610011,IRX,RXMCDMA,optum,Commercial
610011,IRX,SAKSRX,optum,Commercial
610011,IRX,SITEONE,optum,Commercial
610011,IRX,SJEWEL,optum,Commercial
610011,IRX,SLTEMO,optum,Commercial
610011,IRX,SLTKLI,optum,Commercial
610011,IRX,SONJCOM,optum,Commercial
610011,IRX,sonjcom,optum,Commercial
610011,IRX,SRCARE,optum,Commercial
610011,IRX,TNYHT,optum,Commercial
610011,IRX,TPUTAKEDA,optum,Commercial
610011,IRX,UKG,optum,Commercial
610011,IRX,USRS,optum,Commercial
610011,IRX,WALMART,optum,Commercial
610011,IRX,,optum,Commercial
610014,40,RXBIMBP,Express Scripts,Commercial
610014,430,BCWAPDP,Express Scripts,Medicare
610014,A4,MBENZRX,Express Scripts,Commercial
610014,COBSEG,1199rx,Express Scripts,Commercial
610014,COBSEG,DISNEYRX,Express Scripts,Commercial
610014,COBSEG,NJTCPRX,Express Scripts,Commercial
610014,COBSEG,uwmm810,Express Scripts,Commercial
610014,COPAY,MMODRUG,Express Scripts,Commercial
610014,COPAY,UTSYSRX,Express Scripts,Commercial
610014,HEL,SANOFIRX,Express Scripts,coupon
610014,HUN,APWU000,Express Scripts,Commercial
610014,HUN,JJRXCOV,Express Scripts,Commercial
610014,HUN,jjrxcov,Express Scripts,Commercial
610014,HUN,uftwfrx,Express Scripts,Commercial
610014,MEDDCOPAY,APWU000,Express Scripts,Medicare
610014,MEDDPRIME,1199RX,Express Scripts,Medicare
610014,MEDDPRIME,2FFA,Express Scripts,Medicare
610014,MEDDPRIME,2ffa,Express Scripts,Medicare
610014,MEDDPRIME,2FGA,Express Scripts,Medicare
610014,MEDDPRIME,2fga,Express Scripts,Medicare
610014,MEDDPRIME,93K8RX1,Express Scripts,Medicare
610014,MEDDPRIME,95C8EGWP,Express Scripts,Medicare
610014,MEDDPRIME,AC20029003,Express Scripts,Medicare
610014,MEDDPRIME,AV20019005,Express Scripts,Medicare
610014,MEDDPRIME,bergen1,Express Scripts,Medicare
610014,MEDDPRIME,BERGEN1,Express Scripts,Medicare
610014,MEDDPRIME,BXMA,Express Scripts,Medicare
610014,MEDDPRIME,EC20014001,Express Scripts,Medicare
610014,MEDDPRIME,EC48006034,Express Scripts,Medicare
610014,MEDDPRIME,EHAUFP4,Express Scripts,Medicare
610014,MEDDPRIME,EHMCRXS,Express Scripts,Medicare
610014,MEDDPRIME,JCPSRX1,Express Scripts,Medicare
610014,MEDDPRIME,JGRA,Express Scripts,Medicare
610014,MEDDPRIME,jmpa,Express Scripts,Medicare
610014,MEDDPRIME,JMPA,Express Scripts,Medicare
610014,MEDDPRIME,K8NA,Express Scripts,Medicare
610014,MEDDPRIME,KL9A,Express Scripts,Medicare
610014,MEDDPRIME,KRQA,Express Scripts,Medicare
610014,MEDDPRIME,MOMAHADX,Express Scripts,Medicare
610014,MEDDPRIME,NJSTATE,Express Scripts,Medicare
610014,MEDDPRIME,NJTCPRX,Express Scripts,Medicare
610014,MEDDPRIME,NJTEGWP,Express Scripts,Medicare
610014,MEDDPRIME,PHBPEWP,Express Scripts,Medicare
610014,MEDDPRIME,RXBCITR,Express Scripts,Medicare
610014,MEDDPRIME,UFTWFRX,Express Scripts,Medicare
610014,MEDDPRIME,VZNUMBX,Express Scripts,Medicare
610014,MEDDPRIME,WGHIFRX,Express Scripts,Medicare
610014,MEDDPRIME,,Express Scripts,Medicare
610014,NCP99,NYDCC01,Express Scripts,Commercial
610014,NCP99,PSEGRX,Express Scripts,Commercial
610014,NCP99,rxbwawa,Express Scripts,Commercial
610014,PEU,1199RX,Express Scripts,Commercial
610014,PEU,2497,Express Scripts,Commercial
610014,PEU,35242RX,Express Scripts,Commercial
610014,PEU,adp1000,Express Scripts,Commercial
610014,PEU,ADP1000,Express Scripts,Commercial
610014,PEU,AMGENRX,Express Scripts,Commercial
610014,PEU,APNA,Express Scripts,Commercial
610014,PEU,apw95b4,Express Scripts,Commercial
610014,PEU,APWU000,Express Scripts,Commercial
610014,PEU,ASM00RX,Express Scripts,Commercial
610014,PEU,AVAGORX,Express Scripts,Commercial
610014,PEU,AZPHARM,Express Scripts,Commercial
610014,PEU,bcwapdp,Express Scripts,Commercial
610014,PEU,BERGEN1,Express Scripts,Commercial
610014,PEU,BERRX4U,Express Scripts,Commercial
610014,PEU,BLKRKRX,Express Scripts,Commercial
610014,PEU,BMOFGRX,Express Scripts,Commercial
610014,PEU,CACIRXS,Express Scripts,Commercial
610014,PEU,chuBBRX,Express Scripts,Commercial
610014,PEU,CHUBBRX,Express Scripts,Commercial
610014,PEU,CIGPS0000737747,Express Scripts,Commercial
610014,PEU,CIGUG0000624295,Express Scripts,Commercial
610014,PEU,CIGUG0000637726,Express Scripts,Commercial
610014,PEU,CIGUG0000639213,Express Scripts,Commercial
610014,PEU,CIGUG0003153616,Express Scripts,Commercial
610014,PEU,CIGUG0003338621,Express Scripts,Commercial
610014,PEU,CIGUG0003344327,Express Scripts,Commercial
610014,PEU,CIGUG0003345625,Express Scripts,Commercial
610014,PEU,CMEGRP1,Express Scripts,Commercial
610014,PEU,DHLDRUG,Express Scripts,Commercial
610014,PEU,DIAGEO1,Express Scripts,Commercial
610014,PEU,DZSOCRX,Express Scripts,Commercial
610014,PEU,EHMCRXS,Express Scripts,Commercial
610014,PEU,ENERGY1,Express Scripts,Commercial
610014,PEU,EPISCPL,Express Scripts,Commercial
610014,PEU,ETSRX00,Express Scripts,Commercial
610014,PEU,FIRMRX1,Express Scripts,Commercial
610014,PEU,FMCRX06,Express Scripts,Commercial
610014,PEU,GAFMCRX,Express Scripts,Commercial
610014,PEU,GROUPRX,Express Scripts,Commercial
610014,PEU,HMRK001,Express Scripts,Commercial
610014,PEU,IKEAUSA,Express Scripts,Commercial
610014,PEU,JCPSRX1,Express Scripts,Commercial
610014,PEU,jcpsrx1,Express Scripts,Commercial
610014,PEU,jjrxcov,Express Scripts,Commercial
610014,PEU,JJRXCOV,Express Scripts,Commercial
610014,PEU,JUTA,Express Scripts,Commercial
610014,PEU,JYSA,Express Scripts,Commercial
610014,PEU,LEHBRXS,Express Scripts,Commercial
610014,PEU,LNERX01,Express Scripts,Commercial
610014,PEU,LOCAL74,Express Scripts,Commercial
16499,HZRX,003295W0000,Horizon,Commercial
16499,HZRX,003487D0001,Horizon,Commercial
16499,HZRX,003571D0000,Horizon,Commercial
16499,HZRX,00357L40000,Horizon,Commercial
16499,HZRX,00364R30001,Horizon,Commercial
16499,HZRX,003672Q0000,Horizon,Commercial
16499,HZRX,003744X0000,Horizon,Commercial
16499,HZRX,00381W50002,Horizon,Commercial
16499,HZRX,00382L30004,Horizon,Commercial
16499,HZRX,004024T0000,Horizon,Commercial
16499,HZRX,004101R0000,Horizon,Commercial
16499,HZRX,00423Q00000,Horizon,Commercial
16499,HZRX,00443O40001,Horizon,Commercial
16499,HZRX,00454Q50000,Horizon,Commercial
16499,HZRX,00465X90000,Horizon,Commercial
16499,HZRX,00501Z40004,Horizon,Commercial
16499,HZRX,005084R0001,Horizon,Commercial
16499,HZRX,00508X10000,Horizon,Commercial
16499,HZRX,005308W0000,Horizon,Commercial
16499,HZRX,00575G20003,Horizon,Commercial
16499,HZRX,005825H0000,Horizon,Commercial
16499,HZRX,00592N10000,Horizon,Commercial
16499,HZRX,005977J0001,Horizon,Commercial
16499,HZRX,006092J0001,Horizon,Commercial
16499,HZRX,00626D00000,Horizon,Commercial
16499,HZRX,006294Q0000,Horizon,Commercial
16499,HZRX,006302R0000,Horizon,Commercial
16499,HZRX,006347A0000,Horizon,Commercial
16499,HZRX,00642E20001,Horizon,Commercial
16499,HZRX,00645P60004,Horizon,Commercial
16499,HZRX,008015K0000,Horizon,Commercial
16499,HZRX,00802M10050,Horizon,Commercial
16499,HZRX,00802N80050,Horizon,Commercial
16499,HZRX,008034L0080,Horizon,Commercial
16499,HZRX,008037K0060,Horizon,Commercial
16499,HZRX,00803F80050,Horizon,Commercial
16499,HZRX,00803L80050,Horizon,Commercial
16499,HZRX,008043T0080,Horizon,Commercial
16499,HZRX,008044Z0050,Horizon,Commercial
16499,HZRX,00804Q60050,Horizon,Commercial
16499,HZRX,008053S0080,Horizon,Commercial
16499,HZRX,008055H0000,Horizon,Commercial
16499,HZRX,008056K0050,Horizon,Commercial
16499,HZRX,008058Z0060,Horizon,Commercial
16499,HZRX,00805A30080,Horizon,Commercial
16499,HZRX,00805F80060,Horizon,Commercial
16499,HZRX,00805T50060,Horizon,Commercial
16499,HZRX,008502F0052,Horizon,Commercial
16499,HZRX,008503S0001,Horizon,Commercial
16499,HZRX,008505J0040,Horizon,Commercial
16499,HZRX,008506R0050,Horizon,Commercial
16499,HZRX,008508W0030,Horizon,Commercial
16499,HZRX,008508Y0000,Horizon,Commercial
16499,HZRX,008513J0020,Horizon,Commercial
16499,HZRX,008513S0000,Horizon,Commercial
16499,HZRX,008515A0000,Horizon,Commercial
16499,HZRX,008515G0000,Horizon,Commercial
16499,HZRX,008515M0026,Horizon,Commercial
16499,HZRX,008515S0000,Horizon,Commercial
16499,HZRX,008515Y0020,Horizon,Commercial
16499,HZRX,008516J0010,Horizon,Commercial
16499,HZRX,008516R0020,Horizon,Commercial
16499,HZRX,008516U0010,Horizon,Commercial
16499,HZRX,008517A0000,Horizon,Commercial
16499,HZRX,008517B0052,Horizon,Commercial
16499,HZRX,008517G0000,Horizon,Commercial
16499,HZRX,008517G0020,Horizon,Commercial
16499,HZRX,008517N0000,Horizon,Commercial
16499,HZRX,008517V0000,Horizon,Commercial
16499,HZRX,00851C40050,Horizon,Commercial
16499,HZRX,00851X10000,Horizon,Commercial
16499,HZRX,00851Y90060,Horizon,Commercial
16499,HZRX,00851Z30080,Horizon,Commercial
16499,HZRX,00852A50060,Horizon,Commercial
16499,HZRX,008701D0001,Horizon,Commercial
16499,HZRX,008701U0000,Horizon,Commercial
16499,HZRX,0100HC0022,Horizon,Commercial
16499,HZRX,0100HC0023,Horizon,Commercial
16499,HZRX,0181g80001,Horizon,Commercial
16499,HZRX,02027M0000,Horizon,Commercial
16499,HZRX,02195M00001,Horizon,Commercial
16499,HZRX,0527A80000,Horizon,Commercial
16499,HZRX,08511z0080,Horizon,Commercial
16499,HZRX,08512W0010,Horizon,Commercial
16499,HZRX,0NG00010178,Horizon,Commercial
16499,HZRX,0NG00010272,Horizon,Commercial
16499,HZRX,0NG00010279,Horizon,Commercial
16499,HZRX,0NG00010336,Horizon,Commercial
16499,HZRX,0NG00010495,Horizon,Commercial
16499,HZRX,0NG00010513,Horizon,Commercial
16499,HZRX,0ng0010279,Horizon,Commercial
16499,HZRX,100hc-0024,Horizon,Commercial
16499,HZRX,100HC-0024,Horizon,Commercial
16499,HZRX,100hc-0025,Horizon,Commercial
16499,HZRX,100HC-0025,Horizon,Commercial
16499,HZRX,100hc-0026,Horizon,Commercial
16499,HZRX,100HC0024,Horizon,Commercial
16499,HZRX,100hc0024,Horizon,Commercial
16499,HZRX,113980078,Horizon,Commercial
16499,HZRX,243780000,Horizon,Commercial
16499,HZRX,2GDA,Horizon,Commercial
16499,HZRX,332580000,Horizon,Commercial
16499,HZRX,5103,Horizon,Commercial
16499,HZRX,7.577E+11,Horizon,Commercial
16499,HZRX,7.5888E+11,Horizon,Commercial
16499,HZRX,7.5965E+11,Horizon,Commercial
16499,HZRX,7.5968E+11,Horizon,Commercial
16499,HZRX,7.5968E+11,Horizon,Commercial
16499,HZRX,7.598E+11,Horizon,Commercial
16499,HZRX,7.6052E+11,Horizon,Commercial
16499,HZRX,7.6077E+11,Horizon,Commercial
16499,HZRX,7.6077E+11,Horizon,Commercial
16499,HZRX,7607770008,Horizon,Commercial
16499,HZRX,7.6081E+11,Horizon,Commercial
16499,HZRX,7.6095E+11,Horizon,Commercial
16499,HZRX,761760020,Horizon,Commercial
16499,HZRX,7.6176E+11,Horizon,Commercial
16499,HZRX,7.6176E+11,Horizon,Commercial
16499,HZRX,7.6176E+11,Horizon,Commercial
16499,HZRX,7.6181E+11,Horizon,Commercial
16499,HZRX,7.6181E+11,Horizon,Commercial
16499,HZRX,7.6251E+11,Horizon,Commercial
16499,HZRX,7.6252E+11,Horizon,Commercial
16499,HZRX,7.6252E+11,Horizon,Commercial
16499,HZRX,7.6314E+11,Horizon,Commercial
16499,HZRX,7.6314E+11,Horizon,Commercial
16499,HZRX,7.6336E+11,Horizon,Commercial
16499,HZRX,7.6354E+11,Horizon,Commercial
16499,HZRX,7.6369E+11,Horizon,Commercial
16499,HZRX,8.05E+53,Horizon,Commercial
16499,HZRX,803080020,Horizon,Commercial
16499,HZRX,804060000,Horizon,Commercial
16499,HZRX,807260056,Horizon,Commercial
16499,HZRX,820860050,Horizon,Commercial
16499,HZRX,827740040,Horizon,Commercial
16499,HZRX,851280050,Horizon,Commercial
16499,HZRX,851740060,Horizon,Commercial
16499,HZRX,851950042,Horizon,Commercial
16499,HZRX,851950053,Horizon,Commercial
16499,HZRX,856600000,Horizon,Commercial
16499,HZRX,857880003,Horizon,Commercial
16499,HZRX,858200050,Horizon,Commercial
16499,HZRX,859440045,Horizon,Commercial
16499,HZRX,859960025,Horizon,Commercial
16499,HZRX,862640080,Horizon,Commercial
16499,HZRX,863220050,Horizon,Commercial
16499,HZRX,865380000,Horizon,Commercial
16499,HZRX,865670015,Horizon,Commercial
16499,HZRX,870120000,Horizon,Commercial
16499,HZRX,hzrx,Horizon,Commercial
16499,HZRX,HZRX,Horizon,Commercial
16499,HZRX,,Horizon,Commercial
16499,PDPNJ,RXHRZN,Horizon,Medicare
16499,PDPNJ,rxhrzn,Horizon,Medicare
16499,PPOBH,00682j10000,Horizon,Medicare
16499,PPOBH,RXBRVN,Horizon,Medicare
17010,0215COMM,3174704,Express Scripts,Commercial
17010,0215COMM,3333849,Express Scripts,Commercial
17010,0215COMM,3341475,Express Scripts,Commercial
17010,0215COMM,3342407,Express Scripts,Commercial
17010,0215COMM,3345209,Express Scripts,Commercial
17010,0215COMM,654324,Express Scripts,Commercial
17010,0215COMM,CIGUG0000183115,Express Scripts,Commercial
17010,0215COMM,CIGUG0000631393,Express Scripts,Commercial
17010,0215COMM,CIGUG0000634535,Express Scripts,Commercial
17010,0215COMM,CIGUG0000636876,Express Scripts,Commercial
17010,0215COMM,CIGUG0000636932,Express Scripts,Commercial
17010,0215COMM,CIGUG0000650793,Express Scripts,Commercial
17010,0215COMM,CIGUG0000650949,Express Scripts,Commercial
17010,0215COMM,CIGUG0000651473,Express Scripts,Commercial
17010,0215COMM,CIGUG0000653664,Express Scripts,Commercial
17010,0215COMM,CIGUG0000654324,Express Scripts,Commercial
17010,0215COMM,CIGUG0002498903,Express Scripts,Commercial
17010,0215COMM,CIGUG0002498950,Express Scripts,Commercial
17010,0215COMM,CIGUG0002499638,Express Scripts,Commercial
17010,0215COMM,CIGUG0002499895,Express Scripts,Commercial
17010,0215COMM,CIGUG0002500780,Express Scripts,Commercial
17010,0215COMM,CIGUG0002500962,Express Scripts,Commercial
17010,0215COMM,CIGUG0002501995,Express Scripts,Commercial
17010,0215COMM,CIGUG0002502056,Express Scripts,Commercial
17010,0215COMM,CIGUG0003153616,Express Scripts,Commercial
17010,0215COMM,CIGUG0003174704,Express Scripts,Commercial
17010,0215COMM,CIGUG0003189952,Express Scripts,Commercial
17010,0215COMM,CIGUG0003207232,Express Scripts,Commercial
17010,0215COMM,CIGUG0003208528,Express Scripts,Commercial
17010,0215COMM,CIGUG0003209304,Express Scripts,Commercial
17010,0215COMM,CIGUG0003209376,Express Scripts,Commercial
17010,0215COMM,CIGUG0003209592,Express Scripts,Commercial
17010,0215COMM,CIGUG0003210428,Express Scripts,Commercial
17010,0215COMM,CIGUG0003210932,Express Scripts,Commercial
17010,0215COMM,CIGUG0003211416,Express Scripts,Commercial
17010,0215COMM,CIGUG0003211568,Express Scripts,Commercial
17010,0215COMM,CIGUG0003215660,Express Scripts,Commercial
17010,0215COMM,CIGUG0003311716,Express Scripts,Commercial
17010,0215COMM,CIGUG0003315248,Express Scripts,Commercial
17010,0215COMM,CIGUG0003328213,Express Scripts,Commercial
17010,0215COMM,CIGUG0003329743,Express Scripts,Commercial
17010,0215COMM,CIGUG0003330209,Express Scripts,Commercial
17010,0215COMM,CIGUG0003330211,Express Scripts,Commercial
17010,0215COMM,CIGUG0003331040,Express Scripts,Commercial
17010,0215COMM,CIGUG0003332042,Express Scripts,Commercial
17010,0215COMM,CIGUG0003332215,Express Scripts,Commercial
17010,0215COMM,CIGUG0003332577,Express Scripts,Commercial
17010,0215COMM,CIGUG0003335011,Express Scripts,Commercial
17010,0215COMM,CIGUG0003335047,Express Scripts,Commercial
17010,0215COMM,CIGUG0003335115,Express Scripts,Commercial
17010,0215COMM,CIGUG0003335142,Express Scripts,Commercial
17010,0215COMM,CIGUG0003336161,Express Scripts,Commercial
17010,0215COMM,CIGUG0003336412,Express Scripts,Commercial
17010,0215COMM,CIGUG0003336431,Express Scripts,Commercial
17010,0215COMM,CIGUG0003336804,Express Scripts,Commercial
17010,0215COMM,CIGUG0003336878,Express Scripts,Commercial
17010,0215COMM,CIGUG0003337552,Express Scripts,Commercial
17010,0215COMM,CIGUG0003338034,Express Scripts,Commercial
17010,0215COMM,CIGUG0003338464,Express Scripts,Commercial
17010,0215COMM,CIGUG0003338621,Express Scripts,Commercial
17010,0215COMM,CIGUG0003339129,Express Scripts,Commercial
17010,0215COMM,CIGUG0003339522,Express Scripts,Commercial
17010,0215COMM,CIGUG0003339532,Express Scripts,Commercial
17010,0215COMM,CIGUG0003339988,Express Scripts,Commercial
17010,0215COMM,CIGUG0003340655,Express Scripts,Commercial
17010,0215COMM,CIGUG0003340790,Express Scripts,Commercial
17010,0215COMM,CIGUG0003340945,Express Scripts,Commercial
17010,0215COMM,CIGUG0003341386,Express Scripts,Commercial
17010,0215COMM,CIGUG0003341442,Express Scripts,Commercial
17010,0215COMM,CIGUG0003341475,Express Scripts,Commercial
17010,0215COMM,CIGUG0003341512,Express Scripts,Commercial
17010,0215COMM,CIGUG0003341649,Express Scripts,Commercial
17010,0215COMM,CIGUG0003341877,Express Scripts,Commercial
17010,0215COMM,CIGUG0003342057,Express Scripts,Commercial
17010,0215COMM,CIGUG0003342102,Express Scripts,Commercial
17010,0215COMM,CIGUG0003342246,Express Scripts,Commercial
17010,0215COMM,CIGUG0003342314,Express Scripts,Commercial
17010,0215COMM,CIGUG0003342407,Express Scripts,Commercial
17010,0215COMM,CIGUG0003342968,Express Scripts,Commercial
610014,PEU,MDIAOCN,Express Scripts,Commercial
610014,PEU,MONTERX,Express Scripts,Commercial
610014,PEU,MORSTAN,Express Scripts,Commercial
610014,PEU,njstate,Express Scripts,Commercial
610014,PEU,njtcprx,Express Scripts,Commercial
610014,PEU,NJTCPRX,Express Scripts,Commercial
610014,PEU,NYDCC01,Express Scripts,Commercial
610014,PEU,OWENSRX1,Express Scripts,Commercial
610014,PEU,PBS025079030010,Express Scripts,Commercial
610014,PEU,PEPSIRX,Express Scripts,Commercial
610014,PEU,PHILCRP,Express Scripts,Commercial
610014,PEU,PSEGRX,Express Scripts,Commercial
610014,PEU,PWCPLAN,Express Scripts,Commercial
610014,PEU,pwcplan,Express Scripts,Commercial
610014,PEU,RADIAN1,Express Scripts,Commercial
610014,PEU,RBCUSRX,Express Scripts,Commercial
610014,PEU,RF00004,Express Scripts,Commercial
610014,PEU,RSMRX4U,Express Scripts,Commercial
610014,PEU,RXBARCG,Express Scripts,Commercial
610014,PEU,RXBBEEN,Express Scripts,Commercial
610014,PEU,RXBCEOR,Express Scripts,Commercial
610014,PEU,RXBCOMU,Express Scripts,Commercial
610014,PEU,RXBDERB,Express Scripts,Commercial
610014,PEU,RXBGCIA,Express Scripts,Commercial
610014,PEU,RXBGECO,Express Scripts,Commercial
610014,PEU,RXBLANS,Express Scripts,Commercial
610014,PEU,RXBLRHS,Express Scripts,Commercial
610014,PEU,RXBPIAI,Express Scripts,Commercial
610014,PEU,RXBVERI,Express Scripts,Commercial
610014,PEU,RXBWAWA,Express Scripts,Commercial
610014,PEU,RXBWILG,Express Scripts,Commercial
610014,PEU,RXDFSEP,Express Scripts,Commercial
610014,PEU,SANOFIRX,Express Scripts,Commercial
610014,PEU,SBHOSP,Express Scripts,Commercial
610014,PEU,SELMEDRX,Express Scripts,Commercial
610014,PEU,SICARX1,Express Scripts,Commercial
610014,PEU,SLVARMY,Express Scripts,Commercial
610014,PEU,SONJCOM,Express Scripts,Commercial
610014,PEU,SONYINC,Express Scripts,Commercial
610014,PEU,SSDLLP1,Express Scripts,Commercial
610014,PEU,SSEU371,Express Scripts,Commercial
610014,PEU,STEAM01,Express Scripts,Commercial
610014,PEU,TRIMBLE,Express Scripts,Commercial
610014,PEU,TROWEPR,Express Scripts,Commercial
610014,PEU,TTINARX,Express Scripts,Commercial
610014,PEU,UFTWFRX,Express Scripts,Commercial
610014,PEU,UMBPHBP,Express Scripts,Commercial
610014,PEU,UNISYS1,Express Scripts,Commercial
610014,PEU,VERIZON,Express Scripts,Commercial
610014,PEU,VOLVORX,Express Scripts,Commercial
610014,PEU,WGHIFRX,Express Scripts,Commercial
610014,PEU,wgm0001,Express Scripts,Commercial
610014,PEU,ZURNARX,Express Scripts,Commercial
610014,PEU,,Express Scripts,Commercial
610014,PEU1122,PHILCRP,Express Scripts,Commercial
610014,VDZ,l4sa,Express Scripts,Commercial
610014,VDZ,rxbceor,Express Scripts,Commercial
610014,ZDZ,2986199A,Express Scripts,Commercial
610014,ZDZ,BCWAPDP,Express Scripts,Medicare
610014,ZDZ,CHUBBRX,Express Scripts,Commercial
610014,ZDZ,nwrkboe,Express Scripts,Commercial
610014,ZDZ,NWRKBOE,Express Scripts,Commercial
610014,ZDZ,PSEGRX,Express Scripts,Commercial
610014,,1XS000000522939,Express Scripts,Commercial
610014,,A400083HRA1,Express Scripts,Commercial
610014,,APWU000,Express Scripts,Commercial
610014,,AQLA,Express Scripts,Commercial
610014,,ASHRX01,Express Scripts,Commercial
610014,,BCWAPDP,Express Scripts,Medicare
610014,,bcwapdp,Express Scripts,Commercial
610014,,CBSRX18,Express Scripts,Commercial
610014,,CFBA,Express Scripts,Commercial
610014,,CIGPS0000721419,Express Scripts,Commercial
610014,,CIGUG0000183115,Express Scripts,Commercial
610014,,CIGUG0000618373,Express Scripts,Commercial
610014,,CIGUG0000627737,Express Scripts,Commercial
610014,,CIGUG0000631719,Express Scripts,Commercial
610014,,CIGUG0000636932,Express Scripts,Commercial
610014,,CIGUG0002499638,Express Scripts,Commercial
610014,,CIGUG0003330209,Express Scripts,Commercial
610014,,CIGUG0003335011,Express Scripts,Commercial
610014,,CIGUG0003336711,Express Scripts,Commercial
610014,,CIGUG0003338034,Express Scripts,Commercial
610014,,CIGUG0003341386,Express Scripts,Commercial
610014,,CIGUG0003342407,Express Scripts,Commercial
610014,,CIGUG0003343230,Express Scripts,Commercial
610014,,CIGUG0003343611,Express Scripts,Commercial
610014,,CIGUG0003344619,Express Scripts,Commercial
610014,,HMRK001,Express Scripts,Commercial
610014,,JCPSESA1ACT,Express Scripts,Commercial
610014,,JCPSRX1,Express Scripts,Commercial
610014,,KHXA,Express Scripts,Commercial
610014,,KPMA,Express Scripts,Commercial
610014,,L4JA,Express Scripts,Commercial
610014,,LEHIGHU,Express Scripts,Commercial
610014,,mbenzrx,Express Scripts,Commercial
610014,,MMCRX99,Express Scripts,Commercial
610014,,MORSTAN,Express Scripts,Commercial
610014,,NJTCPRX,Express Scripts,Commercial
610014,,NR8A,Express Scripts,Commercial
610014,,NWRKBOE,Express Scripts,Commercial
610014,,PANA,Express Scripts,Commercial
610014,,PWCPLAN,Express Scripts,Commercial
610014,,RBCUSRX,Express Scripts,Commercial
610014,,TATACON,Express Scripts,Commercial
610014,,TB8A,Express Scripts,Commercial
610014,,THENEW1,Express Scripts,Commercial
610014,,V2UA,Express Scripts,Commercial
610014,,VERIZON,Express Scripts,Commercial
610014,,Z9VA,Express Scripts,Commercial
610014,,,Coupon,Coupon
610020,ACCESS,99994028,Coupon,Coupon
610020,ACCESS,99995374,Coupon,Coupon
610020,ACR,99995019,Coupon,Coupon
610020,ACR,99995021,Coupon,Coupon
610020,ACR,99995025,Coupon,Coupon
610020,ACR,99995039,Coupon,Coupon
610020,ACR,99995046,Coupon,Coupon
610020,ACR,99995047,Coupon,Coupon
610020,ACR,99995048,Coupon,Coupon
610020,ACR,99995052,Coupon,Coupon
610020,ACR,99995054,Coupon,Coupon
610020,HUN,99995427,Coupon,Coupon
610020,HUN,XARELTO01,Coupon,Coupon
610020,PDMI,74658002,Coupon,Coupon
610020,PDMI,74658005,Coupon,Coupon
610020,PDMI,74658009,Coupon,Coupon
610020,PDMI,74670002,Coupon,Coupon
610020,PDMI,74670008,Coupon,Coupon
610020,PDMI,99990483,Coupon,Coupon
610020,PDMI,99990941,Coupon,Coupon
610020,PDMI,99991507,Coupon,Coupon
610020,PDMI,99991508,Coupon,Coupon
610020,PDMI,99992546,Coupon,Coupon
610020,PDMI,99992548,Coupon,Coupon
610020,PDMI,99993830,Coupon,Coupon
610020,PDMI,99994026,Coupon,Coupon
610020,PDMI,99994028,Coupon,Coupon
610020,PDMI,99994071,Coupon,Coupon
610020,PDMI,99994205,Coupon,Coupon
610020,PDMI,99994206,Coupon,Coupon
610020,PDMI,99994245,Coupon,Coupon
610020,PDMI,99994373,Coupon,Coupon
610020,PDMI,99994484,Coupon,Coupon
610020,PDMI,99994650,Coupon,Coupon
610020,PDMI,99994651,Coupon,Coupon
610020,PDMI,99994655,Coupon,Coupon
610020,PDMI,99994664,Coupon,Coupon
610020,PDMI,99995215,Coupon,Coupon
610020,PDMI,99995236,Coupon,Coupon
610020,PDMI,99995237,Coupon,Coupon
610020,PDMI,99995238,Coupon,Coupon
610020,PDMI,99995242,Coupon,Coupon
610020,PDMI,99995255,Coupon,Coupon
610020,PDMI,99995257,Coupon,Coupon
610020,PDMI,99995268,Coupon,Coupon
610020,PDMI,99995354,Coupon,Coupon
610020,PDMI,99995374,Coupon,Coupon
610020,PDMI,99995391,Coupon,Coupon
610020,PDMI,,Coupon,Coupon
610020,PXXPDMI,99993830,Coupon,Coupon
